PolyA	size	covered	sum	mean	phastcons	Gene	Exon	Inclusion	Exclusion	dPI	pval	dPSI	logOddsRatio	nrow	FDR
chr4_70807135_70807144_+	10	10	0.335	0.0335	0.0335	ENSG00000018189.13	chr4_70804348_70804416_+	12	6	-0.0267119961146187	0.38543614685969	0.0581188279099887	NA	5	1
chr4_75782711_75782712_+	2	2	1.995	0.9975	0.9975	ENSG00000138768.14	chr4_75770439_75770539_+	21	5	0.423333333333333	0.0242507224917163	-0.423333333333333	2.877744249949	2	1
chr4_77952580_77952622_+	43	43	14.546	0.338279	0.338279	ENSG00000169288.18	chr4_77909266_77909372_+	21	5	0.215290633098852	0.0013540491162837	0.215290633098852	-2.42993171457854	2	0.121786492291462
chr4_77952580_77952622_+	43	43	14.546	0.338279	0.338279	ENSG00000169288.18	chr4_77949797_77949878_+	27	0	0.165644171779141	0.205183189855872	-0.165644171779141	-2.47477958297073	2	1
chr4_98442511_98442538_+	28	28	16.466	0.588071	0.588071	ENSG00000138698.15	chr4_98436940_98437068_+	6	2	-0.08	0.865134745405447	0.08	0.874469117916141	2	1
chr5_102961195_102961196_+	2	2	0.215	0.1075	0.1075	ENSG00000145730.20	chr5_102901356_102901413_+	15	4	0.1	0.854952726152961	-0.1	0.584962500721156	2	1
chr5_102961195_102961196_+	2	2	0.215	0.1075	0.1075	ENSG00000145730.20	chr5_102946837_102946885_+	30	8	0.242632988901646	0.0213328448226133	-0.242632988901646	1.65163354036644	2	0.948704541957866
chr5_102961195_102961196_+	2	2	0.215	0.1075	0.1075	ENSG00000145730.20	chr5_102949902_102949978_+	54	1	0.187138728323699	0.464175306934204	-0.187138728323699	1.66742466091313	2	1
chr5_113539133_113539133_+	1	1	1	1	1	ENSG00000047188.16	chr5_113524981_113525177_+	2	29	-0.0181408368778856	0.812517803850639	0.0181408368778856	0.593768398096497	2	1
chr5_113539133_113539133_+	1	1	1	1	1	ENSG00000047188.16	chr5_113526586_113526785_+	4	29	-0.0303664257639153	0.250998268168855	0.0303664257639154	1.04740936038643	2	1
chr5_115913496_115913535_+	40	40	38.676	0.9669	0.9669	ENSG00000177879.17	chr5_115906821_115906861_+	5	8	0.0654761904761905	0.270590237675626	-0.18452380952381	NA	3	1
chr5_134390752_134390794_+	43	43	42.988	0.999721	0.999721	ENSG00000119048.8	chr5_134374383_134374491_+	6	164	0.0297312750142938	0.999999999999994	-0.0297312750142939	0.172268941910611	2	1
chr5_134390474_134390519_+	46	46	45.981	0.999587	0.999587	ENSG00000119048.8	chr5_134376674_134376694_+	2	179	-0.31129476584022	0.0837826418884005	0.31129476584022	2.13017882264956	2	1
chr5_141939237_141939276_+	40	40	1.823	0.045575	0.045575	ENSG00000081791.9	chr5_141938521_141938760_+	1	17	-0.941176470588235	2.55148486768624e-07	-0.941176470588235	9.08746284125034	2	6.58849186072873e-05
chr5_14496906_14496908_+	3	3	3	1	1	ENSG00000038382.20	chr5_14487464_14487730_+	38	26	0.161904761904762	0.113432250553375	-0.161904761904762	-1.71741279674481	2	1
chr5_14496906_14496908_+	3	3	3	1	1	ENSG00000038382.20	chr5_14487464_14488260_+	24	40	-0.181818181818182	0.0718119359042726	0.181818181818182	1.90689059560852	2	1
chr5_14496906_14496908_+	3	3	3	1	1	ENSG00000038382.20	chr5_14492567_14492814_+	137	56	-0.0627350089056006	0.322099370704918	-0.0627350089056006	0.824800056517013	2	1
chr5_146479909_146479909_+	1	1	0.996	0.996	0.996	ENSG00000113649.11	chr5_146468341_146468403_+	12	30	0.000673854447439351	0.798295746076657	-0.0116801437556155	NA	3	1
chr5_146503828_146503830_+	3	3	3	1	1	ENSG00000113649.11	chr5_146503375_146503539_+	9	4	0.00777777777777778	0.0399700895158946	0.105555555555556	NA	7	1
chr5_146510457_146510477_+	21	21	20.927	0.996524	0.996524	ENSG00000113649.11	chr5_146510067_146510160_+	24	20	0.0822981366459627	0.0319734001564923	-0.184006211180124	NA	3	1
chr5_149847727_149847755_+	29	29	28.933	0.99769	0.99769	ENSG00000155846.17	chr5_149842256_149842377_+	45	12	-0.0812807881773399	0.759977218824338	0.0812807881773399	-0.793549122532574	2	1
chr5_172969687_172969738_+	52	52	27.983	0.538135	0.538135	ENSG00000037241.7	chr5_172959865_172960041_+	36	20	-0.0653061224489796	0.739225849318916	0.0653061224489796	-0.53051471669878	2	1
chr5_173956797_173956803_+	7	7	5.871	0.838714	0.838714	ENSG00000113742.14	chr5_173953091_173953272_+	103	10	0.0170287727539635	0.999999999999998	-0.0170287727539636	-0.142180010959408	2	1
chr5_177209751_177209753_+	3	3	2.972	0.990667	0.990667	ENSG00000165671.20	chr5_177135087_177135200_+	9	2	0.00655196266599117	3.20996579223763e-24	-0.364381679835543	NA	7	2.85504268366227e-21
chr5_177204301_177204302_+	2	2	0.005	0.0025	0.0025	ENSG00000165671.20	chr5_177135087_177136030_+	6	53	0.154204107830552	0.0034880756494589	-0.394736842105263	NA	3	0.240703617207975
chr5_177306623_177306683_+	61	61	17.468	0.286361	0.286361	ENSG00000169230.10	chr5_177304625_177304850_+	179	6	0.021551724137931	0.999999999999994	-0.021551724137931	0.170932821979901	2	1
chr5_177306623_177306683_+	61	61	17.468	0.286361	0.286361	ENSG00000169230.10	chr5_177305871_177305984_+	189	19	-0.113636363636364	0.349571557156278	-0.113636363636364	-1.07800251200127	2	1
chr5_177306623_177306683_+	61	61	17.468	0.286361	0.286361	ENSG00000169230.10	chr5_177305871_177306176_+	17	191	0.0980314960629921	0.474262126886112	-0.0980314960629921	0.902351435993351	2	1
chr5_177306623_177306683_+	61	61	17.468	0.286361	0.286361	ENSG00000169230.10	chr5_177306098_177306176_+	185	23	-0.123505395158938	0.245814475859377	0.123505395158938	-1.10070495231887	2	1
chr5_177610243_177610295_+	53	53	11.717	0.221075	0.221075	ENSG00000027847.14	chr5_177607302_177607527_+	11	14	-0.176190476190476	0.403279659698237	0.176190476190476	1.08488889758651	2	1
chr5_177610243_177610295_+	53	53	11.717	0.221075	0.221075	ENSG00000027847.14	chr5_177608910_177609014_+	40	6	-0.0444444444444444	1	0.0444444444444444	0.263034405833794	2	1
chr5_33467683_33467700_+	18	18	17.961	0.997833	0.997833	ENSG00000113407.13	chr5_33466871_33466985_+	10	9	0.0173701298701299	0.0383368320775275	-0.099512987012987	NA	3	1
chr5_34925643_34925699_+	57	57	25.548	0.448211	0.448211	ENSG00000113460.13	chr5_34922695_34923234_+	6	56	0.11047619047619	0.848686769286111	-0.110476190476191	1.02553509210714	2	1
chr5_36608634_36608637_+	4	4	3.262	0.8155	0.8155	ENSG00000079215.14	chr5_36607224_36607311_+	6	123	0.214420062695925	0.298957438797976	0.214420062695925	1.25715783949712	2	1
chr5_43161271_43161277_+	7	7	6.982	0.997429	0.997429	ENSG00000172262.11	chr5_43122039_43122177_+	16	31	-0.450854700854701	0.000148221031707592	-0.450854700854701	3.15583017155653	2	0.0197748542912029
chr5_43161271_43161277_+	7	7	6.982	0.997429	0.997429	ENSG00000172262.11	chr5_43139165_43139309_+	51	5	0.473155827149716	3.40999684090965e-05	-0.473155827149716	-3.12810482574769	2	0.00567421052610492
chr5_57231102_57231106_+	5	5	4.972	0.9944	0.9944	ENSG00000062194.16	chr5_57214074_57214193_+	12	0	0.136363636363636	0.414184741519248	-0.136363636363636	-1.79646660591487	2	1
chr5_64804350_64804352_+	3	3	1.928	0.642667	0.642667	ENSG00000153015.16	chr5_64783836_64783983_+	4	8	0.0126274890723652	0.618256317980675	-0.0745507527926177	NA	3	1
chr5_64804350_64804352_+	3	3	1.928	0.642667	0.642667	ENSG00000153015.16	chr5_64785488_64785579_+	5	9	0.0432126696832579	0.0837407424399626	-0.161764705882353	NA	3	1
chr5_65577294_65577306_+	13	13	12.784	0.983385	0.983385	ENSG00000113593.12	chr5_65571839_65572286_+	7	5	-0.251207729468599	0.360893223489732	-0.251207729468599	1.51457317282976	2	1
chr5_66048725_66048749_+	25	25	24.784	0.99136	0.99136	ENSG00000112851.14	chr5_66043077_66043198_+	84	14	-0.0081717430525023	0.0434513291784914	0.062720781091284	NA	3	1
chr5_66046369_66046389_+	21	21	20.81	0.990952	0.990952	ENSG00000112851.14	chr5_66044137_66044298_+	57	861	0.0641975308641974	0.184387477701087	-0.0641975308641975	1.29247395239685	2	1
chr5_66078525_66078536_+	12	12	11.996	0.999667	0.999667	ENSG00000112851.14	chr5_66055059_66055126_+	5	32	-0.0315860215053764	0.648406589029977	0.11491935483871	NA	3	1
chr5_66078525_66078536_+	12	12	11.996	0.999667	0.999667	ENSG00000112851.14	chr5_66068877_66069020_+	6	32	-0.0705128205128205	1	0.0705128205128205	-0.60768257722124	2	1
chr5_66079098_66079118_+	21	21	20.508	0.976571	0.976571	ENSG00000112851.14	chr5_66075024_66075230_+	13	37	-0.0509057971014493	0.0195032934970872	0.175	NA	5	0.882042274710329
chr5_66177556_66177597_+	42	42	31.965	0.761071	0.761071	ENSG00000153914.16	chr5_66170051_66170170_+	3	1	0.00141433000846636	0.302716109554355	-0.0464303936575219	NA	5	1
chr5_71489564_71489564_+	1	1	0.551	0.551	0.551	ENSG00000145734.19	chr5_71464058_71464121_+	12	244	0.00682319887617899	0.913858799796463	-0.0229781256271323	NA	3	1
chr5_71489564_71489564_+	1	1	0.551	0.551	0.551	ENSG00000145734.19	chr5_71486531_71486627_+	72	330	0.00653594771241828	0.999999999999993	-0.00653594771241831	0.0931094043914815	2	1
chr5_80437350_80437356_+	7	7	3.373	0.481857	0.481857	ENSG00000039319.17	chr5_80411646_80411773_+	40	198	0.0160065111231688	0.21316013547443	-0.0800325556158437	NA	3	1
chr5_80437350_80437356_+	7	7	3.373	0.481857	0.481857	ENSG00000039319.17	chr5_80411724_80411773_+	55	193	-0.0184480743890008	0.184745596522333	0.073220456975212	NA	3	1
chr5_80437142_80437147_+	6	6	5.987	0.997833	0.997833	ENSG00000039319.17	chr5_80427492_80427545_+	12	133	-0.0407177363699103	0.394202774460819	0.100759144237405	NA	3	1
chr5_80437985_80437993_+	9	9	8.808	0.978667	0.978667	ENSG00000039319.17	chr5_80434109_80434217_+	89	3	0.0168384879725086	0.948621128266805	-0.0343642611683849	NA	3	1
chr5_90506551_90506586_+	36	36	35.936	0.998222	0.998222	ENSG00000113356.12	chr5_90485525_90485684_+	11	34	0.0873983739837398	0.775320536350436	-0.0873983739837399	1.17932369944456	2	1
chr5_90506602_90506666_+	65	65	37.78	0.581231	0.581231	ENSG00000113356.12	chr5_90501906_90501988_+	11	6	-0.0992907801418439	0.617266644307098	0.099290780141844	0.710493382805015	2	1
chr5_90506551_90506586_+	36	36	35.936	0.998222	0.998222	ENSG00000113356.12	chr5_90501909_90501988_+	11	37	-0.123774509803922	0.498536080924745	0.123774509803922	-0.875552629075511	2	1
chr5_94653274_94653274_+	1	1	0.992	0.992	0.992	ENSG00000133302.13	chr5_94643273_94643435_+	23	1	0.0347300320454683	0.000198113497245168	-0.151145776649132	NA	4	0.0250317908820064
chr5_96742756_96742756_+	1	1	0.989	0.989	0.989	ENSG00000153113.23	chr5_96726794_96726859_+	21	36	-0.105882352941176	9.75812713198268e-05	0.276470588235294	NA	3	0.0137039677175234
chr6_10709382_10709412_+	31	31	22.862	0.737484	0.737484	ENSG00000111845.5	chr6_10708953_10709076_+	12	11	0.0116770186335404	0.000574158100645075	-0.223354037267081	NA	5	0.0604745457522748
chr6_110210763_110210763_+	1	1	0.996	0.996	0.996	ENSG00000168438.15	chr6_110201558_110201692_+	6	411	0.0538277511961722	0.959130810024287	-0.0538277511961723	0.311358853177175	2	1
chr6_116244044_116244079_+	36	36	6.14	0.170556	0.170556	ENSG00000178425.14	chr6_116238187_116238348_+	28	2	0.0447368421052631	0.999999999999999	-0.0447368421052632	0.326228232320988	2	1
chr6_116590343_116590343_+	1	1	0.985	0.985	0.985	ENSG00000111832.13	chr6_116572858_116572985_+	33	110	-0.0365101944049313	0.184465793555125	0.0884305357989568	NA	3	1
chr6_116593257_116593297_+	41	41	27.239	0.664366	0.664366	ENSG00000111832.13	chr6_116574058_116574171_+	7	14	-0.0448717948717949	0.00618822873308191	0.173076923076923	NA	3	0.387000119351553
chr6_116593257_116593297_+	41	41	27.239	0.664366	0.664366	ENSG00000111832.13	chr6_116580295_116580360_+	21	1	0.0111111111111111	0.566824378971146	-0.128571428571429	NA	3	1
chr6_116593257_116593297_+	41	41	27.239	0.664366	0.664366	ENSG00000111832.13	chr6_116588842_116588985_+	64	5	-0.0342391304347826	0.994399971771202	0.0342391304347827	0.23753590759699	2	1
chr6_13620430_13620459_+	30	30	29.643	0.9881	0.9881	ENSG00000225921.7	chr6_13616468_13616521_+	3	66	-0.0595238095238095	0.995256454434722	-0.0595238095238095	0.371968777386958	2	1
chr6_147363460_147363460_+	1	1	0.979	0.979	0.979	ENSG00000164506.14	chr6_147353323_147353373_+	226	126	0.0569136032841948	0.0307721130018817	0.0569136032841948	1.62050661757882	2	1
chr6_151349181_151349196_+	16	16	0.406	0.025375	0.025375	ENSG00000131016.17	chr6_151240418_151240724_+	6	69	0.00529100529100524	0.999999999999998	-0.00529100529100529	0.0614005446641433	2	1
chr6_154810089_154810091_+	3	3	2.988	0.996	0.996	ENSG00000213079.9	chr6_154803547_154803623_+	8	21	0.216666666666667	0.37591083939319	0.216666666666667	1.51457317282976	2	1
chr6_158055417_158055443_+	27	27	0.183	0.00677778	0.00677778	ENSG00000078269.15	chr6_158017204_158017290_+	24	9	0.0238095238095237	0.999999999999999	-0.0238095238095238	0.15200309344505	2	1
chr6_158192356_158192385_+	30	30	13.165	0.438833	0.438833	ENSG00000272047.3	chr6_158170470_158170538_+	37	4	0.24047619047619	0.0848474839861583	-0.240476190476191	-1.65486451395131	2	1
chr6_167872316_167872316_+	1	1	0.98	0.98	0.98	ENSG00000130396.20	chr6_167870386_167870498_+	443	593	-0.0106839437424145	0.411440049108499	-0.0106839437424145	-0.508188247241325	2	1
chr6_167962492_167962508_+	17	17	1.391	0.0818235	0.0818235	ENSG00000130396.20	chr6_167954458_167954493_+	4	18	-0.266666666666667	0.275614424336304	0.266666666666667	1.58496250072116	2	1
chr6_169781576_169781618_+	43	43	0.316	0.00734884	0.00734884	ENSG00000130023.16	chr6_169775270_169775346_+	10	0	0.0869565217391304	0.241465925065251	-0.0869565217391305	-2.36257007938471	2	1
chr6_169781486_169781536_+	51	51	7.754	0.152039	0.152039	ENSG00000130023.16	chr6_169775940_169776065_+	132	34	0.0348406226834692	0.710424701188355	0.0348406226834692	0.635003183220752	2	1
chr6_169781576_169781618_+	43	43	0.316	0.00734884	0.00734884	ENSG00000130023.16	chr6_169776455_169776673_+	17	0	0.0876288659793814	0.515192148943	-0.0876288659793815	-1.42721221322495	2	1
chr6_169781486_169781536_+	51	51	7.754	0.152039	0.152039	ENSG00000130023.16	chr6_169779182_169779295_+	241	25	-0.031036531036531	0.847399453126678	-0.031036531036531	-0.900891854987075	2	1
chr6_170405052_170405102_+	51	51	0.224	0.00439216	0.00439216	ENSG00000112584.13	chr6_170395487_170395579_+	47	80	0.0700757575757576	0.226242693052727	0.0700757575757576	-2.23266075679027	2	1
chr6_170572671_170572707_+	37	37	33.109	0.894838	0.894838	ENSG00000112592.14	chr6_170571410_170571504_+	8	2	0.218181818181818	0.399862692409737	-0.218181818181818	-1.58496250072116	2	1
chr6_28301187_28301225_+	39	39	38.836	0.995795	0.995795	ENSG00000137338.5	chr6_28297895_28297991_+	5	4	-0.0112410656270305	0.000200132299488796	0.249512670565302	NA	5	0.0250317908820064
chr6_29671344_29671365_+	22	22	2.43	0.110455	0.110455	ENSG00000204655.12	chr6_29670281_29670397_+	9	18	-0.0313544258798436	0.581690132191904	0.0313544258798436	0.470746931865131	2	1
chr6_29671344_29671365_+	22	22	2.43	0.110455	0.110455	ENSG00000204655.12	chr6_29670701_29670721_+	12	18	0.0736263736263736	3.1402949534112e-08	-0.265567765567766	NA	3	9.66833753716814e-06
chr6_29945758_29945804_+	47	47	0.364	0.00774468	0.00774468	ENSG00000206503.13	chr6_29942757_29943543_+	15	91	0.0635309586421229	0.451129226816026	-0.0635309586421229	-0.448944504860384	2	1
chr6_29945758_29945804_+	47	47	0.364	0.00774468	0.00774468	ENSG00000206503.13	chr6_29944500_29944634_+	16	230	0.0151984238671545	0.887186820724179	0.0151984238671545	-0.124726480032972	2	1
chr6_29945758_29945804_+	47	47	0.364	0.00774468	0.00774468	ENSG00000206503.13	chr6_29944500_29945091_+	2	244	-0.12323879231473	0.296317422617943	-0.12323879231473	1.37104159545216	2	1
chr6_29945758_29945804_+	47	47	0.364	0.00774468	0.00774468	ENSG00000206503.13	chr6_29945211_29945281_+	2	279	0.0784334536191891	0.965579901827051	-0.0784334536191891	-0.613295054107875	2	1
chr6_30493002_30493037_+	36	36	0.25	0.00694444	0.00694444	ENSG00000204592.9	chr6_30490314_30490515_+	2	12	0.0956521739130435	0.691176179052334	-0.0956521739130435	-1.10153802646206	2	1
chr6_30493002_30493037_+	36	36	0.25	0.00694444	0.00694444	ENSG00000204592.9	chr6_30491537_30491653_+	18	0	0.08	0.273305478012342	-0.08	-2.17687776208408	2	1
chr6_30493002_30493037_+	36	36	0.25	0.00694444	0.00694444	ENSG00000204592.9	chr6_30492404_30492436_+	18	0	0.075	0.209940715825489	-0.075	-2.41990325445066	2	1
chr6_30582473_30582476_+	4	4	3.879	0.96975	0.96975	ENSG00000204574.13	chr6_30578348_30578577_+	5	39	-0.0896358543417367	0.214220317741028	0.19327731092437	NA	3	1
chr6_30582473_30582476_+	4	4	3.879	0.96975	0.96975	ENSG00000204574.13	chr6_30578470_30578577_+	39	5	0.0896358543417367	0.214220317741028	-0.19327731092437	NA	3	1
chr6_30625947_30625971_+	25	25	0.178	0.00712	0.00712	ENSG00000204568.12	chr6_30624883_30624942_+	21	3	0.0628930817610063	1	0.0628930817610063	0.39231742277876	2	1
chr6_30653078_30653123_+	46	46	22.04	0.47913	0.47913	ENSG00000204564.12	chr6_30651266_30651466_+	132	127	0.030016583747927	0.327673157439551	0.030016583747927	1.27810185392274	2	1
chr6_30653179_30653225_+	47	47	39.826	0.847362	0.847362	ENSG00000204564.12	chr6_30652648_30652717_+	14	5	-0.00764920031087659	0.996393537286262	0.00764920031087668	0.217717099899229	2	1
chr6_31558619_31558677_+	59	59	57.881	0.981034	0.981034	ENSG00000204498.11	chr6_31557628_31557849_+	7	0	0.0760869565217391	0.444613140349028	0.0760869565217391	-1.71989208080726	2	1
chr6_33202603_33202621_+	19	19	6.683	0.351737	0.351737	ENSG00000112473.18	chr6_33201242_33201656_+	9	15	-0.103238866396761	0.0985509925310551	0.267206477732793	NA	3	1
chr6_33210629_33210629_+	1	1	0.045	0.045	0.045	ENSG00000204227.5	chr6_33209626_33209786_+	46	93	-0.556060606060606	6.03615059459293e-17	-0.556060606060606	4.64008771995881	2	3.71681910390669e-14
chr6_35469514_35469529_+	16	16	12.944	0.809	0.809	ENSG00000198755.11	chr6_35468947_35469285_+	2	57	-0.0387742180574902	0.44088664748754	0.0387742180574902	1.07905060143414	2	1
chr6_35470669_35470741_+	73	73	69.315	0.949521	0.949521	ENSG00000198755.11	chr6_35470179_35470351_+	19	0	0.0204520990312164	0.146348481733764	0.0204520990312164	-2.67559262105018	2	1
chr6_36602889_36602944_+	56	56	55.808	0.996571	0.996571	ENSG00000112081.17	chr6_36601152_36601190_+	8	6	0.0321587410195005	0.249052054955305	-0.133766678070475	NA	3	1
chr6_36923448_36923490_+	43	43	20.782	0.483302	0.483302	ENSG00000198663.16	chr6_36919578_36919701_+	9	3	-0.1	0.30978208871955	-0.1	-1.48542682717024	2	1
chr6_42652022_42652022_+	1	1	0.945	0.945	0.945	ENSG00000024048.10	chr6_42648118_42648170_+	42	2	0.647619047619048	0.000115852789456541	0.647619047619048	5.12928301694497	2	0.0159894384688298
chr6_42936354_42936378_+	25	25	14.414	0.57656	0.57656	ENSG00000137161.17	chr6_42935412_42935473_+	12	10	0.554367201426025	1.6331819541684e-05	0.554367201426025	-3.74846123300404	2	0.00290520490941889
chr6_43019573_43019599_+	27	27	9.485	0.351296	0.351296	ENSG00000124702.18	chr6_43018633_43018719_+	52	10	-0.386877828054299	0.0159881687756397	0.386877828054299	2.42884329880387	2	0.757297861003998
chr6_43019573_43019599_+	27	27	9.485	0.351296	0.351296	ENSG00000124702.18	chr6_43018863_43018971_+	50	15	-0.343980343980344	0.00420087856516994	-0.343980343980344	2.0703893278914	2	0.282584200723024
chr6_43019573_43019599_+	27	27	9.485	0.351296	0.351296	ENSG00000124702.18	chr6_43019092_43019165_+	53	17	-0.216678752719362	0.0176124902364993	-0.216678752719362	1.35954238668714	2	0.805633333915446
chr6_44404010_44404027_+	18	18	17.984	0.999111	0.999111	ENSG00000096401.8	chr6_44398824_44398927_+	18	434	-0.0642712550607287	0.167817996285205	0.129385964912281	NA	3	1
chr6_44447034_44447050_+	17	17	16.817	0.989235	0.989235	ENSG00000096401.8	chr6_44429713_44429910_+	20	37	0.0351966873706003	0.00201424068601878	-0.262111801242236	NA	3	0.166224234066248
chr6_44446643_44446649_+	7	7	6.99	0.998571	0.998571	ENSG00000096401.8	chr6_44445655_44445867_+	28	7	0.026445800639349	0.947066935717868	0.026445800639349	-0.209923069374231	2	1
chr6_53073597_53073598_+	2	2	1.727	0.8635	0.8635	ENSG00000112146.16	chr6_53071057_53071147_+	8	78	0.0486486486486487	0.848147869823117	0.0486486486486487	-0.299560281858908	2	1
chr6_53097811_53097850_+	40	40	23.697	0.592425	0.592425	ENSG00000112146.16	chr6_53095513_53095664_+	19	6	0.362781954887218	0.0316952162526097	0.362781954887218	2.19347972942121	2	1
chr6_5613566_5613566_+	1	1	0.078	0.078	0.078	ENSG00000145982.13	chr6_5404542_5404701_+	11	16	-0.268939393939394	0.120954379136922	-0.268939393939394	1.65604559878264	2	1
chr6_68638896_68638896_+	1	1	1	1	1	ENSG00000135298.14	chr6_68637391_68637562_+	25	29	0.0394930739758326	0.637004920206012	0.0394930739758326	0.291110502897575	2	1
chr6_7417378_7417391_+	14	14	13.981	0.998643	0.998643	ENSG00000124784.9	chr6_7414238_7414390_+	28	13	0.107142857142857	0.00340542251228041	0.23469387755102	NA	4	0.237043402842991
chr6_75891262_75891262_+	1	1	1	1	1	ENSG00000196586.16	chr6_75867431_75867523_+	17	45	-0.0058567770365321	0.0395830413275543	0.0763934099769457	NA	6	1
chr6_75915117_75915146_+	30	30	29.681	0.989367	0.989367	ENSG00000196586.16	chr6_75914063_75914281_+	8	9	-0.0128205128205128	0.684049355095315	0.105769230769231	NA	3	1
chr6_83168450_83168496_+	47	47	20.294	0.431787	0.431787	ENSG00000083097.14	chr6_83164660_83164719_+	55	314	0.00652173913043474	0.999999999999993	-0.00652173913043479	0.119007180132546	2	1
chr6_87340723_87340735_+	13	13	0.841	0.0646923	0.0646923	ENSG00000111850.11	chr6_87330692_87330712_+	2	14	-0.221014492753623	0.0733870945316126	0.221014492753623	2.2667865406949	2	1
chr7_100092155_100092202_+	48	48	3.014	0.0627917	0.0627917	ENSG00000168090.10	chr7_100090399_100090487_+	11	6	0.00831074977416442	1	-0.00831074977416446	-0.168200320972851	2	1
chr7_100091870_100091945_+	76	76	26.807	0.352724	0.352724	ENSG00000168090.10	chr7_100090592_100090654_+	216	35	0.052038626609442	0.422175202331057	-0.0520386266094421	0.860069738855525	2	1
chr7_100091870_100091945_+	76	76	26.807	0.352724	0.352724	ENSG00000168090.10	chr7_100090902_100090949_+	241	94	0.0195254936634247	0.687714520717083	-0.0195254936634247	0.358300484552324	2	1
chr7_100091870_100091945_+	76	76	26.807	0.352724	0.352724	ENSG00000168090.10	chr7_100091038_100091152_+	278	98	0.0849383000807289	0.013372417219396	-0.0849383000807289	1.28183880727185	2	0.669028542175125
chr7_100091870_100091945_+	76	76	26.807	0.352724	0.352724	ENSG00000168090.10	chr7_100091238_100091330_+	380	49	0.0516218604064117	0.314319712983843	-0.0516218604064117	0.74569239858679	2	1
chr7_100613775_100613795_+	21	21	3.266	0.155524	0.155524	ENSG00000106330.12	chr7_100612730_100612996_+	9	111	0.129166666666667	0.576808120064879	0.129166666666667	1.41990325445066	2	1
chr7_100613775_100613795_+	21	21	3.266	0.155524	0.155524	ENSG00000106330.12	chr7_100613194_100613269_+	144	6	0.0283783783783784	0.999999999999996	0.0283783783783784	0.227410496103072	2	1
chr7_101160891_101160932_+	42	42	38.601	0.919071	0.919071	ENSG00000106367.15	chr7_101156594_101156772_+	8	0	0.0792079207920792	0.442144911071534	0.0792079207920792	-1.70876870233555	2	1
chr7_101160891_101160932_+	42	42	38.601	0.919071	0.919071	ENSG00000106367.15	chr7_101157377_101157485_+	8	0	0.0661157024793388	0.507779622124915	0.0661157024793388	-1.50174913247217	2	1
chr7_103368124_103368165_+	42	42	28.196	0.671333	0.671333	ENSG00000161057.12	chr7_103362686_103362758_+	51	31	-0.0385304659498208	0.830513632632801	-0.0385304659498208	-0.419274492165315	2	1
chr7_105077116_105077122_+	7	7	6.972	0.996	0.996	ENSG00000005483.21	chr7_105038126_105038199_+	13	49	-0.00356836996859834	0.85860312305172	0.0283328575506709	NA	4	1
chr7_105074747_105074808_+	62	62	61.882	0.998097	0.998097	ENSG00000005483.21	chr7_105068475_105068545_+	9	695	-0.0154185022026432	0.999999999999994	0.0154185022026432	-0.121197046663875	2	1
chr7_112475717_112475767_+	51	51	22.708	0.445255	0.445255	ENSG00000006652.14	chr7_112467981_112468115_+	34	10	-0.344230769230769	0.044842673069944	0.344230769230769	2.17306470897288	2	1
chr7_112475717_112475767_+	51	51	22.708	0.445255	0.445255	ENSG00000006652.14	chr7_112472219_112472347_+	49	12	0.121130221130221	0.271015860814981	-0.121130221130221	-0.742866195605891	2	1
chr7_139258604_139258604_+	1	1	0.996	0.996	0.996	ENSG00000157741.15	chr7_139237008_139237097_+	3	85	-0.344405594405594	0.0444444842058424	-0.344405594405594	2.13637244173129	2	1
chr7_148415861_148415893_+	33	33	32.928	0.997818	0.997818	ENSG00000174469.23	chr7_148409391_148409471_+	14	1	0.0090311986863711	1	-0.00903119868637114	-0.185866545311334	2	1
chr7_150572841_150572851_+	11	11	6.958	0.632545	0.632545	ENSG00000133574.10	chr7_150569888_150570001_+	1	13	-0.0530769230769231	0.370858673496589	0.205384615384615	NA	3	1
chr7_155700830_155700830_+	1	1	1	1	1	ENSG00000184863.11	chr7_155684933_155685052_+	1	25	-0.00589485890993429	0.0305615607251487	-0.163548511789718	NA	4	1
chr7_158902496_158902511_+	16	16	12.198	0.762375	0.762375	ENSG00000126870.16	chr7_158884564_158884619_+	119	39	-0.0379921259842519	0.598547315131188	0.037992125984252	-1.3905844555543	2	1
chr7_158945828_158945847_+	20	20	0.26	0.013	0.013	ENSG00000126870.16	chr7_158934418_158934549_+	4	7	-0.00570570570570571	1	0.00570570570570572	0.0988177362179153	2	1
chr7_158945828_158945847_+	20	20	0.26	0.013	0.013	ENSG00000126870.16	chr7_158941925_158942152_+	13	1	0.0235927152317881	0.999999999999999	-0.0235927152317881	-0.498805856971442	2	1
chr7_23200770_23200781_+	12	12	1.328	0.110667	0.110667	ENSG00000136243.17	chr7_23196680_23196766_+	1	11	-0.235588972431078	0.00845257945912862	-0.235588972431078	3.71468867387937	2	0.49030337903918
chr7_23702602_23702605_+	4	4	3.646	0.9115	0.9115	ENSG00000188732.11	chr7_23684499_23684672_+	8	2	0.415384615384615	0.116911941666024	-0.415384615384615	-2.67807190511264	2	1
chr7_260285_260329_+	45	45	0.126	0.0028	0.0028	ENSG00000177706.9	chr7_255849_256029_+	6	1	0.00677436164669099	1	0.00677436164669099	-0.185031893832521	2	1
