#exonID__	ExcitatoryNeurons	InhibitoryNeurons	Astrocytes	Oligodendrocytes	OPCs	VLMCs
chr8_140769575_140769592	0.608696	0.444444	0	0.034188	0	NA
chr6_89688573_89688808	1	0.909091	0.888889	0.954545	NA	NA
chr4_157361538_157361652	0.153846	0.0627803	0.824561	0.901639	0.982301	NA
chr4_121809834_121809916	0.16129	0.222222	0.0416667	0.214286	NA	NA
chr2_232136472_232136719	0.818182	0.9	0.909091	0.9	NA	NA
chr3_142791019_142791158	NA	NA	0.916667	NA	NA	NA
chr11_43892041_43892129	NA	NA	NA	NA	NA	NA
chr4_82451043_82451245	0.8	NA	NA	0.923077	NA	NA
chr17_60456296_60456381	NA	NA	0.916667	0.928571	NA	NA
chr16_70563876_70564050	NA	NA	NA	NA	NA	NA
chr11_9992415_9992543	0.93617	0.853933	0.956522	0.96	NA	NA
chr3_105681479_105681610	NA	0.7	0.5	NA	NA	NA
chr1_25428953_25429049	NA	NA	NA	NA	NA	NA
chr2_215380811_215381080	NA	NA	NA	NA	NA	NA
chr11_27350332_27350439	0.553648	0.638095	0.941176	NA	NA	NA
chr13_45149770_45149788	0.965517	0.909091	0.892857	1	0.909091	NA
chr20_48941199_48941229	0.9	NA	NA	NA	NA	NA
chr12_21938018_21938077	NA	NA	0.126437	NA	NA	NA
chr2_218234352_218234397	0.911111	0.909091	1	0.961538	1	NA
chr2_160282257_160282304	NA	0	NA	NA	NA	NA
chr22_38665546_38665685	NA	NA	NA	NA	NA	NA
chr15_80442837_80443025	0.566667	0.535714	0.0540541	0	0	NA
chr2_119549085_119549185	0.54902	0.428571	0.913043	NA	NA	NA
chr1_112616813_112616895	0.644068	0.710145	0.842105	0.857143	0.777778	NA
chr19_9763282_9763408	NA	NA	NA	NA	NA	NA
chr3_97765991_97766089	0.134831	0.0714286	0.285714	NA	NA	NA
chr8_62953902_62953972	NA	NA	0.95122	NA	NA	NA
chr12_112003800_112003863	0.157895	0.192308	0	NA	NA	NA
chr10_32567670_32567891	NA	NA	NA	NA	NA	NA
chr21_36214081_36214190	NA	NA	NA	NA	NA	NA
chr21_32457597_32457720	NA	0.909091	0.5	0.9375	NA	NA
chr1_113898399_113898435	0.12766	0.105263	0	0.0526316	0	NA
chr2_27858439_27858571	NA	NA	NA	NA	NA	NA
chr2_36990648_36990799	NA	0.866667	NA	NA	NA	NA
chr2_119625583_119625688	0.888889	0.9375	NA	NA	NA	NA
chr19_8473664_8473708	0.625	0.368421	0.583333	0.75	NA	NA
chr2_11791708_11791785	NA	NA	NA	NA	NA	NA
chr13_51753671_51753748	NA	NA	NA	NA	NA	NA
chr5_75138846_75138983	NA	NA	NA	NA	NA	NA
chr12_116985206_116985402	0.923077	NA	0.740741	NA	NA	NA
chr15_33634586_33634733	NA	NA	1	NA	NA	NA
chr8_47782162_47782254	NA	NA	NA	NA	NA	NA
chr6_73644407_73644603	0.825	0.73913	NA	NA	NA	NA
chr15_49922224_49922405	NA	NA	NA	NA	NA	NA
chr12_122351111_122351143	0.00510204	0.00369004	0.601719	0.68	0.607143	NA
chr14_77856316_77856349	NA	NA	NA	NA	NA	NA
chr2_113439020_113439117	0.121622	0.0517241	0.55	0.677419	0.368421	NA
chr16_89709777_89709906	NA	NA	NA	NA	NA	NA
chr3_49889924_49890060	NA	NA	NA	NA	NA	NA
chr17_661809_661895	0.896552	0.863636	0.952381	1	NA	NA
chr5_73054525_73054549	0.9375	NA	0.933333	NA	NA	NA
chr17_59084002_59084089	0.92	0.8	0.85	NA	NA	NA
chr10_100260218_100260319	0.888889	NA	0.947368	NA	NA	NA
chr17_82900651_82900731	NA	NA	NA	NA	NA	NA
chr10_120518833_120518896	NA	NA	NA	NA	0.671875	NA
chr2_72961131_72961248	0.766667	0.722222	0.833333	NA	NA	NA
chr5_75154201_75154345	NA	NA	NA	NA	NA	NA
chr11_63382159_63382277	0.833333	NA	NA	NA	NA	NA
chr2_73957125_73957240	0.5	0.7	0.404255	0.591837	0.428571	NA
chr3_56559569_56559594	0.962766	0.948718	0.708333	0.976744	0.851852	NA
chr17_30792436_30792572	NA	NA	NA	NA	NA	NA
chr14_50314591_50314626	NA	NA	NA	NA	NA	NA
chr12_77941081_77941133	0.591837	0.8125	0.954545	NA	NA	NA
chr2_38856340_38856461	NA	NA	1	NA	NA	NA
chr2_73767161_73767207	0.487179	0.526316	0.75	0.9	NA	NA
chr2_99173414_99173499	0.193548	0.0869565	0.0357143	0.0576923	0	NA
chr12_131981489_131981596	NA	NA	NA	NA	NA	NA
chr10_45846517_45846540	0.314286	0.185185	0.0769231	NA	NA	NA
chr12_122568261_122568372	NA	NA	NA	NA	NA	NA
chr1_236824119_236824219	0.782609	0.794872	0.714286	NA	NA	NA
chr18_26944329_26944366	NA	NA	NA	NA	0.7	NA
chr1_108693590_108693642	0.238095	0.176471	0.162162	0.289474	0.3125	NA
chr3_139637963_139638062	NA	NA	NA	NA	NA	NA
chr20_25509670_25509789	NA	NA	NA	NA	NA	NA
chr1_246355031_246355094	0.882353	0.84375	0.970588	NA	1	NA
chr11_108135142_108135242	0.714286	0.615385	NA	NA	NA	NA
chr9_74782679_74782853	NA	NA	NA	NA	NA	NA
chr1_19285018_19285114	0.7	NA	0.769231	NA	NA	NA
chr14_45008913_45009145	1	0.8	0.928571	0.882353	NA	NA
chr22_38708845_38708956	NA	NA	NA	NA	NA	NA
chr5_77464761_77464809	0.896552	0.884615	0.857143	0.770833	0.806452	NA
chr2_32204590_32204692	NA	NA	NA	NA	NA	NA
chr7_100409428_100409544	NA	NA	0.916667	0.928571	NA	NA
chr5_83544965_83545070	NA	NA	NA	NA	0.1	NA
chr1_168065590_168065746	0.943662	0.823529	1	NA	NA	NA
chr16_28608478_28608603	0.943662	0.868421	0.903226	NA	0.944444	NA
chr6_63680000_63680161	0.911894	0.904167	0.951724	0.96875	0.912281	NA
chr13_98825872_98825940	0.1875	0.153846	0	0.125749	0.1	NA
chr10_132133312_132133527	0.652778	0.547945	0.457143	0.508333	0.666667	NA
chr5_118939196_118939290	0.833333	0.913043	0.92	1	NA	NA
chr22_30023457_30023483	NA	NA	NA	NA	NA	NA
chr15_65591598_65591731	NA	NA	1	1	NA	NA
chr10_69182520_69182654	0.0392157	0	0.05	0.115385	0.2	NA
chrX_84106365_84106487	0.9	NA	NA	NA	NA	NA
chr2_32736694_32736816	NA	NA	NA	NA	NA	NA
chr6_152498742_152498792	0.4	0.0909091	0.993333	NA	NA	NA
chr10_20850395_20850502	0.972028	0.925	0.716216	NA	0.382353	NA
chr19_37470304_37470387	0.785714	0.846154	NA	NA	NA	NA
chr13_52135729_52135863	NA	NA	0.980392	0.939086	NA	NA
chr11_65112811_65112865	NA	0.9	0.977778	0.941176	0.9375	NA
chr7_142944323_142944400	NA	NA	NA	NA	NA	NA
chr22_43772892_43773103	0.357143	NA	0.12	NA	NA	NA
chrX_9653545_9653689	NA	NA	NA	NA	NA	NA
chr7_93114795_93114895	NA	NA	NA	NA	NA	NA
chr10_119120341_119120452	NA	NA	NA	NA	NA	NA
chr1_24391561_24391679	0.3	NA	NA	NA	NA	NA
chr10_113724857_113724902	NA	NA	0.05	NA	NA	NA
chr2_75680193_75680314	0.8	0.545455	0.769231	NA	NA	NA
chr6_118974428_118974574	0.347826	0.125	0.838462	NA	NA	NA
chr2_203272670_203272748	0.375	0.368421	0.573333	0.518519	0.631579	NA
chr6_83096925_83097115	0.930556	0.964286	0.916667	0.95	0.944444	NA
chr3_197075837_197075870	1	1	NA	0.833333	NA	NA
chr5_110618429_110618562	0.650485	0.846154	0.857143	NA	NA	NA
chr4_88990973_88991150	NA	NA	NA	NA	NA	NA
chr2_152714550_152714629	0.117647	0.205882	0.0909091	0.0909091	0.111111	NA
chr1_19094906_19095025	NA	1	NA	NA	NA	NA
chr17_30734897_30734943	0.25	0.298851	0.444444	0.543478	0.310345	NA
chr7_123469214_123469384	0.473684	NA	NA	NA	NA	NA
chr7_140605705_140605806	NA	0.181818	0.153846	0.235294	NA	NA
chr19_15369067_15369224	0.8	0.823529	0.571429	0.666667	NA	NA
chr5_103186320_103186439	0.577778	0.521739	0.357143	0.217391	0.176471	NA
chr9_8437198_8437239	0.0512821	0.0188679	0.307692	0.831579	0.916667	NA
chr21_42486371_42486461	NA	NA	NA	NA	NA	NA
chr10_26982693_26982813	NA	0.461538	NA	NA	NA	NA
chr4_68332794_68332847	0.285714	0.428571	0.633333	0.447368	0.833333	NA
chr5_94050731_94050831	0.651163	0.67234	0.77193	0.715385	0.746032	NA
chr4_145763090_145763122	NA	NA	0.357143	NA	NA	NA
chr14_39402401_39402511	NA	NA	NA	NA	NA	NA
chr10_97443237_97443311	0.923077	0.8125	0.875	0.956522	NA	NA
chr4_185461049_185461159	0.62069	NA	NA	NA	NA	NA
chr21_37087833_37087875	0.598039	0.466667	0.755725	0.732558	0.678571	NA
chrX_84104499_84104657	NA	NA	NA	NA	NA	NA
chr3_113875484_113875587	1	0.941176	0.793367	NA	0.932961	NA
chr18_24448903_24448925	NA	0.0588235	0	0	NA	NA
chr11_85631687_85631808	0.816327	0.846154	1	1	0.928571	NA
chr3_155483349_155483376	NA	NA	NA	NA	NA	NA
chrX_71394067_71394245	NA	1	0.785714	1	NA	NA
chr16_1826507_1826602	0.697509	0.466667	0.290076	0.352518	0.458333	NA
chr22_25357255_25357426	0.916667	NA	NA	NA	NA	NA
chr2_230216781_230216928	NA	NA	0.960265	0.814815	0.888889	NA
chr20_11919086_11919176	NA	NA	NA	NA	NA	NA
chr12_56785902_56786014	NA	NA	0.0588235	NA	NA	NA
chr9_83973902_83973973	NA	NA	NA	NA	NA	NA
chr9_89334025_89334155	0.111111	0.109756	0.0719424	0.0315789	0.0285714	NA
chr2_159241071_159241115	0.08	0.129032	0	0.0769231	NA	NA
chr1_230945389_230945454	NA	1	0.833333	0.882353	NA	NA
chr8_120451608_120451722	NA	NA	NA	NA	NA	NA
chr15_33088799_33088974	0.282051	0.777778	NA	NA	NA	NA
chr1_62513471_62513606	NA	NA	0.875	NA	NA	NA
chr7_158884564_158884619	0.871287	0.878788	0.536232	0.722222	0.769231	NA
chr12_62349221_62349307	0.204082	0.413043	0.5	0.5625	0.428571	NA
chr17_35674176_35674321	NA	NA	NA	NA	NA	NA
chr11_119048714_119048886	NA	NA	NA	NA	NA	NA
chr7_151139979_151140116	NA	NA	NA	NA	NA	NA
chr4_3019641_3019831	1	1	NA	NA	NA	NA
chr12_22517986_22518137	0	0.0357143	NA	0.272727	NA	NA
chr1_45600385_45600457	0.0979021	0.045045	0.0549738	0.0714286	0.075	0
chr7_100655421_100655586	0.955882	0.941176	NA	NA	NA	NA
chr11_119179693_119180288	NA	NA	NA	NA	NA	NA
chr4_76396269_76396486	NA	NA	NA	NA	NA	NA
chr22_20798584_20798687	0.928571	0.909091	1	NA	NA	NA
chr12_132147281_132147388	NA	NA	NA	NA	NA	NA
chr11_65540013_65540153	0.32093	0.318584	0.259804	0.23871	0.490196	NA
chr3_141559894_141559995	1	NA	NA	NA	NA	NA
chr2_233491032_233491071	0.980392	0.954545	0	0.147368	NA	NA
chr7_122082788_122082891	NA	NA	0.170213	0.0246914	0.0188679	NA
chr5_1494700_1494914	1	0.818182	0.894737	NA	NA	NA
chr3_127710576_127710665	0.825	0.814815	0.860465	NA	1	0.894737
chr19_56471699_56472187	0.5	0.533333	0.285714	NA	NA	NA
chr15_66351525_66351600	0.9	0.833333	0.814815	NA	NA	NA
chr12_110143382_110143545	0.792683	0.83871	0.848485	0.947368	0.909091	NA
chr11_12138390_12138460	0.595238	0.72093	NA	NA	NA	NA
chr15_80172149_80172248	NA	0.9375	0.923077	NA	NA	NA
chr15_82663560_82663620	NA	NA	NA	NA	NA	NA
chr9_131506114_131506220	0.96	0.966667	0.911111	NA	NA	NA
chr6_30555055_30555191	NA	NA	NA	NA	NA	NA
chr7_103092477_103092653	0.7	NA	0.9	0.904762	NA	NA
chr1_113896258_113896465	0.719298	0.869565	0.909091	0.886364	0.947368	NA
chr2_229787505_229787661	NA	NA	NA	NA	NA	NA
chr2_201330736_201330833	0.404255	0.210526	0.9	NA	NA	NA
chr1_111191007_111191065	NA	NA	NA	NA	NA	NA
chr12_75299837_75299859	0.185185	0.181818	NA	NA	NA	NA
chr18_79919184_79919400	NA	NA	NA	NA	NA	NA
chr8_67201467_67201605	NA	NA	NA	NA	NA	NA
chr12_101719490_101719516	0.464286	0.586207	0.00892857	NA	0	NA
chr22_31133406_31133483	NA	0.952381	NA	NA	NA	NA
chr2_53813560_53813589	NA	NA	NA	NA	NA	NA
chr19_52283285_52283413	0.916667	1	0.846154	NA	NA	NA
chr15_44402887_44403054	NA	NA	NA	NA	NA	NA
chr17_29619060_29619189	NA	NA	NA	NA	NA	NA
chr19_53123501_53123655	NA	NA	NA	NA	NA	NA
chr10_103100752_103100943	0.466667	0.352941	0.181818	0.272727	0.0588235	NA
chr3_53673713_53673816	NA	0.263158	NA	NA	NA	NA
chr2_75689026_75689225	0.894737	NA	NA	NA	NA	NA
chr18_50917347_50917508	NA	NA	0.941176	NA	NA	NA
chr2_233263992_233264065	0.9375	0.92	NA	NA	NA	NA
chr4_2006998_2007199	NA	NA	NA	NA	NA	NA
chr12_39607599_39607714	NA	0.9	1	NA	NA	NA
chr11_3039194_3039292	NA	NA	0.866667	NA	NA	NA
chr4_67522201_67522512	0.207277	0.237736	0.0259259	0.0212766	0.031746	NA
chr15_42456958_42457158	0.788889	0.801802	0.872727	0.8125	0.7	NA
chr1_62552732_62552901	NA	NA	0.8	NA	NA	NA
chr17_76061492_76061574	NA	NA	0.846154	NA	NA	NA
chr2_100011497_100011571	0.957143	0.857143	NA	NA	NA	NA
chr6_122427903_122427956	NA	0.307692	0.4	NA	NA	NA
chr3_167529052_167529239	NA	NA	0.815789	NA	NA	NA
chr3_167575918_167576151	NA	NA	0.905882	NA	NA	NA
chr6_108894467_108894543	NA	NA	0.545455	NA	NA	NA
chr10_96833406_96833479	NA	0.692308	NA	0.833333	NA	NA
chr9_6492303_6492401	NA	NA	NA	NA	NA	NA
chr19_1106242_1106266	0.682051	0.617188	0.695652	0.564972	0.662162	NA
chr12_104288931_104289040	0.866667	0.894737	0.931818	0.846154	NA	NA
chr13_19838700_19838985	0.461988	0.396694	0.484043	0.366834	0.327869	NA
chr1_161217986_161218077	NA	NA	NA	NA	NA	NA
chr3_179225962_179226040	0.842105	1	1	NA	NA	NA
chr10_102157431_102157555	NA	NA	NA	NA	NA	NA
chr7_151079500_151079922	NA	NA	NA	0.8	NA	NA
chr19_21845392_21845506	NA	NA	NA	NA	NA	NA
chr4_185436284_185436359	NA	NA	NA	NA	NA	NA
chr2_208276712_208276830	NA	0.545455	0.571429	0.7	NA	NA
chr15_49611215_49611268	NA	NA	0.944444	1	NA	NA
chr17_48027676_48027789	NA	NA	0.8	NA	NA	NA
chr2_178647064_178647144	NA	NA	NA	NA	NA	NA
chr1_3823174_3823241	NA	NA	1	0.916667	NA	NA
chr12_54581976_54582131	0.931034	1	1	NA	NA	NA
chr1_150496482_150496628	NA	NA	NA	NA	NA	NA
chr7_14753928_14753948	0.863636	NA	NA	NA	NA	NA
chr17_51259143_51259206	0.5	0.789474	NA	0.846154	NA	NA
chr2_190998217_190998308	NA	1	0.913043	0.833333	1	NA
chr8_86440626_86440733	NA	NA	NA	NA	NA	NA
chr10_125798061_125798145	0.818182	0.666667	0.736842	1	NA	NA
chr2_23799825_23799993	0.266667	0.105263	0.08	NA	NA	NA
chr19_44865271_44865660	NA	NA	NA	NA	NA	NA
chr11_59787037_59787136	NA	0.6	NA	NA	NA	NA
chr5_74730260_74730398	0.4	NA	NA	NA	NA	NA
chr12_122549766_122549864	NA	NA	NA	NA	NA	NA
chr14_56635122_56635276	0.195122	0.269231	0.206897	0.0416667	0.0714286	NA
chr11_106076507_106076707	NA	NA	NA	0.608696	NA	NA
chr1_231347797_231347925	1	0.923077	1	0.842105	NA	NA
chr11_71923309_71923475	NA	NA	0.733333	0.692308	NA	NA
chr1_11256933_11257165	0.978723	0.979167	0.866667	0.945455	1	NA
chr12_57198156_57198343	NA	NA	NA	NA	NA	NA
chr6_108346988_108347039	NA	NA	0.727273	NA	NA	NA
chr12_123617758_123617872	0.911392	0.976744	0.942308	0.904762	0.923077	NA
chr18_62221037_62221108	0.444444	0.333333	0.984127	0.920635	1	NA
chr17_49668027_49668078	0.454545	NA	0.1	NA	NA	NA
chr4_42569161_42569205	NA	NA	0.0666667	0	NA	NA
chr3_39499467_39499532	NA	NA	NA	0.227273	NA	NA
chr11_79148710_79148806	NA	NA	NA	NA	NA	NA
chr1_178892230_178892307	NA	NA	NA	NA	NA	NA
chr1_28230131_28230252	0.0425532	0.0882353	0.121212	0.0789474	0.166667	NA
chrX_150640399_150640454	NA	NA	NA	NA	NA	NA
chr2_174875788_174875865	NA	NA	NA	NA	NA	NA
chr20_60001343_60001411	NA	NA	0.818182	1	NA	NA
chr13_20567670_20567785	0.0666667	0.0666667	0.0655738	0.0769231	NA	NA
chr17_78205603_78205738	NA	NA	NA	0.0769231	NA	NA
chr12_92821053_92821116	0.0222222	0.125	0.046875	0	0	NA
chr2_213350528_213350645	0.666667	0.575	0.558824	NA	NA	NA
chr1_114397940_114397990	0.626822	0.467925	0.364641	0.455556	0.375	NA
chr11_112085978_112086310	0.189189	0.149254	0.0978261	0.109244	0.06	NA
chr13_42919300_42919332	NA	NA	NA	NA	NA	NA
chr19_34226408_34226464	NA	NA	NA	NA	NA	NA
chr8_17502257_17502302	NA	NA	0.2	NA	NA	NA
chr3_27483519_27483627	0.0952381	0.176	0.0138889	0.0689655	0.102564	NA
chr16_2082436_2082504	NA	NA	NA	NA	NA	NA
chr14_68878989_68879069	0.660377	1	0.99359	NA	NA	1
chr12_109945260_109945349	NA	NA	NA	NA	NA	NA
chr7_77399468_77399537	0.0833333	0.117647	0	NA	0.142857	NA
chr1_13715541_13715614	0.714286	0.702703	0.789474	0.6	0.692308	NA
chr11_17286634_17286717	0.0559441	0.0699301	0.0934579	0.0689655	0.230769	NA
chr10_60082150_60082176	0.0571429	0.782609	NA	0	NA	NA
chr3_37286014_37286061	0.89	0.786885	0.604651	0.808824	0.636364	NA
chr7_7582630_7582819	NA	0.2	NA	NA	NA	NA
chr14_81324017_81324187	NA	NA	0.264706	NA	NA	NA
chr1_172553260_172553370	0.5	0.526316	0.767442	0.709677	0.555556	NA
chr10_118341727_118341927	0.725352	0.741379	0.803922	0.8	0.666667	NA
chr19_48663463_48663543	NA	NA	NA	NA	NA	NA
chr11_85960675_85960777	0.0666667	0.416667	NA	0.0909091	NA	NA
chr10_34336199_34336243	NA	1	0.96	NA	0.3	NA
chr1_186411811_186411893	0.452381	0.269231	0.142857	0.181818	0.230769	NA
chr17_78202499_78202603	NA	NA	NA	0.882353	NA	NA
chr12_20743305_20743369	NA	NA	0.922156	NA	NA	NA
chr14_91145221_91145313	0	0.0869565	0.047619	0.0952381	NA	NA
chr5_82304028_82304105	0.909091	NA	0.882353	0.823529	NA	NA
chr20_25207076_25207397	NA	NA	NA	NA	NA	NA
chr20_28600591_28600719	0.210526	NA	NA	NA	NA	NA
chr10_13651903_13651974	1	1	0	NA	NA	NA
chr4_87980393_87980434	0.676471	0.640625	0.731959	0.738028	0.862069	NA
chr21_33828968_33829050	NA	NA	NA	NA	NA	NA
chr17_45033935_45034042	NA	NA	NA	NA	NA	NA
chr15_88892974_88893112	NA	NA	0.0952381	NA	NA	NA
chr11_119047947_119048080	NA	NA	NA	NA	NA	NA
chr4_168426771_168426909	NA	NA	0.138889	NA	0.3	NA
chr20_527933_528049	0	0.047619	0.0384615	0.0740741	0.166667	NA
chr14_102231707_102231821	0.815789	0.7	0.818182	NA	NA	NA
chr16_53223450_53223507	0.217593	0.0995475	0.26087	0.198198	0.108696	NA
chr18_677345_677444	0.3125	0.117647	0.494949	0.629834	0.571429	NA
chr15_73293390_73293548	NA	NA	0.764706	NA	NA	NA
chr1_156658127_156658271	0.439024	0.875	0.988827	0.909091	0.996	NA
chr5_115230976_115231021	0.641026	0.59375	0.794118	0.75	0.75	NA
chr11_105971914_105972028	0.0769231	0.102564	NA	NA	NA	NA
chr6_42592151_42592229	0.906475	0.929825	0.964	0.96319	0.9125	NA
chr3_85979164_85979283	0	0.0285714	0.393939	0.0188679	0.047619	NA
chr15_49931119_49931307	NA	NA	NA	NA	NA	NA
chr6_127285208_127285348	NA	NA	NA	NA	NA	NA
chr17_41884193_41884274	NA	NA	NA	NA	NA	NA
chr7_100407228_100407303	NA	NA	0.444444	0.6	NA	NA
chr22_19971216_19971335	0.444444	0.857143	0.945455	NA	NA	NA
chr2_74439551_74439977	NA	NA	NA	0.647887	0.666667	NA
chr1_243185779_243186072	0.81982	0.814815	0.540816	0.641026	0.75	NA
chr7_35181415_35181502	0.660377	0.6	NA	NA	NA	NA
chr9_71734806_71734994	1	NA	0.909091	NA	NA	NA
chr5_75195631_75196200	NA	NA	NA	NA	NA	NA
chr10_32273922_32274038	NA	NA	NA	NA	NA	NA
chr8_76988307_76988338	NA	NA	0.692308	0.5	0.4	NA
chr20_3343676_3343731	NA	NA	0.88	NA	NA	NA
chr15_76795276_76795440	0.93	0.880952	0.903226	0.918367	0.954545	NA
chr11_63408112_63408220	0.227273	NA	NA	NA	NA	NA
chr10_122982733_122983024	0.388889	0.75	NA	NA	NA	NA
chrX_80735988_80736088	NA	NA	1	NA	NA	NA
chr22_42128174_42128350	0.111111	0.470588	0.181818	NA	NA	NA
chr4_38776110_38776207	NA	NA	NA	NA	NA	NA
chr16_14617590_14617650	0.84	1	0.871795	0.888889	NA	NA
chr6_109002278_109002343	1	0.75	NA	NA	NA	NA
chr2_218478707_218478865	NA	NA	0.1	NA	NA	NA
chr1_201899173_201899346	NA	NA	0.290909	0.421053	NA	NA
chr9_127916408_127916494	NA	NA	NA	NA	NA	NA
chr3_15245526_15245671	NA	NA	NA	NA	NA	NA
chr10_62000091_62000321	0.828571	0.822785	0.851852	NA	NA	NA
chr13_95269310_95269422	NA	NA	NA	NA	NA	NA
chr10_20828530_20828634	0.8	0.769231	0.315217	NA	0.166667	NA
chr2_112081335_112081518	NA	NA	1	NA	NA	NA
chr4_112547285_112547408	0.65625	0.44	0.727273	1	NA	NA
chr4_158612130_158612201	0.947368	NA	NA	NA	NA	NA
chr1_237760955_237761028	0.933333	NA	NA	NA	NA	NA
chr12_131764456_131764686	0.981481	0.933333	0.892157	0.836735	0.9375	NA
chr19_14766978_14767109	NA	NA	NA	0.769231	NA	NA
chr22_43765305_43765393	0.8125	0.857143	0.84	NA	NA	NA
chr9_83867684_83867860	NA	0.545455	0.928571	NA	NA	NA
chr4_40097227_40097569	0.24	0.321429	NA	NA	NA	NA
chr9_39165933_39166076	NA	NA	NA	NA	NA	NA
chr1_77969022_77969084	0.466667	0.247525	0.114286	0.24	0.333333	NA
chr12_106874481_106874567	NA	NA	NA	NA	NA	NA
chr12_116720296_116720447	NA	NA	0.875	NA	NA	NA
chr13_100656381_100656468	NA	NA	0.846154	0.962264	NA	NA
chr16_67940737_67940831	NA	NA	0.125	0.166667	0.176471	NA
chr2_200881203_200881300	0.107143	0.1	0.0410959	0.0333333	0.0555556	NA
chr10_84254697_84254737	NA	NA	0.0912698	NA	NA	NA
chr12_123176688_123176789	0.9	1	0.9	NA	NA	NA
chr3_9765759_9765890	0.970588	0.909091	0.916667	NA	NA	NA
chr1_120451180_120451282	NA	NA	0.888889	NA	NA	NA
chrX_71393301_71393476	NA	1	0.8125	1	NA	NA
chr2_227352514_227352573	0.977528	0.958904	0.914894	0.933333	0.947368	NA
chr3_167393202_167393261	0.583333	NA	NA	NA	NA	NA
chr12_21515238_21515270	NA	NA	NA	NA	NA	NA
chr6_129349298_129349384	NA	NA	NA	NA	NA	NA
chr18_21566146_21566206	NA	NA	NA	0.909091	NA	NA
chr7_44647657_44647759	NA	NA	NA	NA	NA	NA
chr5_14601351_14601442	NA	NA	NA	NA	NA	NA
chr19_44673712_44673845	NA	NA	NA	NA	NA	NA
chr17_64886815_64886886	NA	NA	NA	NA	NA	NA
chr10_53816239_53816277	NA	NA	NA	NA	0.789474	NA
chr4_26613169_26613241	0.943396	0.931034	0.911765	1	1	NA
chr1_59904871_59905058	NA	NA	0.724138	0.843137	NA	NA
chr10_70121448_70121594	NA	NA	NA	NA	NA	NA
chr5_93994446_93994504	0.0601852	0.0815451	0.0933333	0.0465116	0.0952381	NA
chr3_93928702_93928797	NA	NA	NA	NA	NA	NA
chr4_151181689_151181729	NA	NA	NA	0.151515	0.0833333	NA
chr19_57619412_57619508	NA	NA	NA	NA	NA	NA
chr8_86515462_86515499	0.895522	0.912281	0.988506	0.982456	0.925926	NA
chr2_95310355_95310520	NA	NA	NA	NA	NA	NA
chr11_76459933_76460085	0.909091	0.909091	NA	NA	NA	NA
chr14_45140632_45140709	NA	NA	NA	NA	NA	NA
chr3_96936014_96936133	0.025641	0.163934	NA	NA	NA	NA
chr6_75622751_75622858	0.030303	0.0196078	0.118644	0.16	0.0833333	NA
chr19_8462529_8462587	0.666667	NA	NA	NA	NA	NA
chr10_72203427_72203524	0.9	0.969697	0.851852	0.944444	1	NA
chr14_39320928_39321056	NA	NA	NA	NA	NA	NA
chrX_14868923_14869043	0.823529	0.764706	NA	0.511628	NA	NA
chr8_38169802_38169917	0.939394	0.923077	0.96	0.695652	NA	NA
chr1_20780345_20780540	0.62069	0.339286	0.623711	0.502326	0.423077	0.772727
chr3_47088113_47088247	1	0.8	0.916667	1	NA	NA
chr9_136410090_136410239	0.0506329	0.166667	0.1	0.113636	0.115385	NA
chr14_80836205_80836337	0.88	0.764706	1	0.714286	NA	NA
chr7_45063918_45064001	NA	NA	NA	NA	NA	NA
chr4_112589724_112589874	NA	NA	NA	NA	NA	NA
chr16_22149787_22149931	0.944444	NA	NA	NA	NA	NA
chr7_133819155_133819224	0.0833333	NA	NA	NA	NA	NA
chr6_8422470_8422624	NA	NA	NA	NA	NA	NA
chr3_125489408_125489463	0.7	0.583333	0.7	0.923077	NA	NA
chr2_55877746_55877865	NA	NA	0.902655	NA	NA	NA
chr6_89774621_89774733	NA	1	0.882353	NA	NA	NA
chr3_56666260_56666384	NA	NA	NA	NA	NA	NA
chr6_96524382_96524410	0.566667	0.8125	0.795455	0.742424	0.785714	NA
chr8_93737307_93737355	NA	NA	1	NA	NA	NA
chr6_42617409_42617507	NA	NA	NA	NA	NA	NA
chr6_121205075_121205163	0.730769	0.714286	0.766667	0.769231	0.818182	NA
chr1_54980954_54981080	NA	NA	0.4	NA	NA	NA
chr9_83875548_83875628	NA	0.0833333	0	NA	NA	NA
chr5_138164087_138164133	1	0.972222	0.875	1	0.909091	NA
chrX_102652831_102652898	NA	NA	NA	NA	NA	NA
chr9_85678335_85678398	0.888889	0.867925	0.909091	0.947761	1	NA
chr5_7873373_7873526	NA	NA	NA	NA	NA	NA
chr4_15515868_15516004	1	NA	NA	NA	NA	NA
chr11_34089395_34089456	NA	NA	NA	NA	NA	NA
chr12_66313986_66314163	NA	NA	0.4	NA	NA	NA
chr12_70329423_70329570	0.944444	0.85	0.866667	1	0.909091	NA
chr11_108407096_108407149	NA	NA	0.380282	0.122449	NA	NA
chr2_206292014_206292116	NA	NA	NA	NA	NA	NA
chr7_90306901_90307098	0.512821	0.52381	NA	NA	NA	NA
chr22_24041139_24041273	0.431034	0.367347	0.506173	0.58209	0.318182	NA
chr2_9875865_9876018	0.674419	0.575758	0.764706	NA	NA	NA
chr8_123435442_123435542	NA	NA	0.0555556	NA	NA	NA
chr19_55342215_55342380	0.703704	0.83871	0.809524	0.857143	0.9	NA
chr2_127491971_127492088	0.967742	0.958333	0.954545	0.882353	0.923077	NA
